p26_d337	yDBAS4Z4WNb1j_p26_d337	Pseudomonas	3723	G	157087	809379	966466	0.89258
t32_s	XbcyyIbiyrPld_t32_s	Pseudomonas	3723	G	170628	959439	1130067	0.82691
p77_d364	WLJLLJI4oBCqB_p77_d364	Pseudomonas	3723	G	155046	773639	928685	0.73535
t50_srt	TOkcDeWNJJ0Ka_t50_srt	Pseudomonas	3723	G	93340	425814	519154	0.29530
t166_d364	6vRtiizricO73_t166_d364	Pseudomonas	3723	G	143187	645370	788557	0.49326
t77_d308	ICpnUotI9ZuDm_t77_d308	Pseudomonas	3723	G	92376	326157	418533	0.21537
t161_d337	mJ24PeroVBqoP_t161_d337	Pseudomonas	3723	G	133964	656788	790752	0.91037
t170_d364	e4uBoVvcz8O9y_t170_d364	Pseudomonas	3723	G	89	5	94	0.00006
ext_neg_090821	NzCncuST09VWV_ext_neg_090821	Pseudomonas	3723	G	108	152	260	0.01671
t70_d196	Poo9MhfjSEG1q_t70_d196	Pseudomonas	3723	G	163485	820389	983874	0.68379
p43_d196	DzSWJj0NwUEqQ_p43_d196	Pseudomonas	3723	G	1529	240	1769	0.00127
t100_d1	sqZYeZfnkrFuy_t100_d1	Pseudomonas	3723	G	182270	876014	1058284	0.84901
p46_s	QMcxxWpxLOc3u_p46_s	Pseudomonas	3723	G	166563	900953	1067516	0.82172
p19_d14	kdmplPjAyqQGc_p19_d14	Pseudomonas	3723	G	119018	613693	732711	0.72102
p9_d113	0rSXpkZYSBgrc_p9_d113	Pseudomonas	3723	G	131761	628386	760147	0.59327
t85_d225	9zyOkS3ndzSl9_t85_d225	Pseudomonas	3723	G	171148	878123	1049271	0.85520
t71_d1	QSFDjxYeODBqr_t71_d1	Pseudomonas	3723	G	73732	276922	350654	0.68948
t113_d84	H1QhxHrcPm6iG_t113_d84	Pseudomonas	3723	G	206	70	276	0.00026
t149_d308	1y5xyZPOBkLoU_t149_d308	Pseudomonas	3723	G	83483	340622	424105	0.33750
t129_d84	jXIu1nWHU7V3z_t129_d84	Pseudomonas	3723	G	445838	911426	1357264	0.93037
t72_d84	Rz27Uai1QWDLU_t72_d84	Pseudomonas	3723	G	15851	67155	83006	0.10336
t130_d113	WlTCF9yKAnPUG_t130_d113	Pseudomonas	3723	G	122232	568962	691194	0.38424
p22_d196	VirbWS4LDe3Yv_p22_d196	Pseudomonas	3723	G	61984	330386	392370	0.49425
t53_d337	soJkzbeXGYxKW_t53_d337	Pseudomonas	3723	G	1432	672	2104	0.00038
t61_s	Afr4jngJoVuNc_t61_s	Pseudomonas	3723	G	2115	2490	4605	0.00252
t70_d337	7PO8zrB7JMcWC_t70_d337	Pseudomonas	3723	G	137791	711591	849382	0.88382
t99_d337	Jb2qohG1fChPN_t99_d337	Pseudomonas	3723	G	129820	713421	843241	0.76141
p71_d308	ibBQHPvjw6bJ2_p71_d308	Pseudomonas	3723	G	83416	455995	539411	0.78398
t129_d337	Q7mR1EZQfRJwE_t129_d337	Pseudomonas	3723	G	58795	254446	313241	0.26406
p68_d84	3Z9pOouJ3DljP_p68_d84	Pseudomonas	3723	G	1209	368	1577	0.00089
t88_d225	gethIgngKUIDA_t88_d225	Pseudomonas	3723	G	108695	553480	662175	0.48638
t144_d1	XzOnsqdCnsRoa_t144_d1	Pseudomonas	3723	G	6124	4190	10314	0.00828
t74_d113	qhksLzn0SP7sj_t74_d113	Pseudomonas	3723	G	91731	446676	538407	0.44807
t149_d225	TIRvRlWSKNR9R_t149_d225	Pseudomonas	3723	G	60977	303272	364249	0.30874
p50_d364	Cj50xEfWUoXh3_p50_d364	Pseudomonas	3723	G	109803	518983	628786	0.73706
p51_d1	a68lh1Qei4S3t_p51_d1	Pseudomonas	3723	G	17576	78973	96549	0.07030
t125_s	0T2e5ZJZSz8f3_t125_s	Pseudomonas	3723	G	29	4	33	0.00002
t114_d84	XN7o43VI0d4Za_t114_d84	Pseudomonas	3723	G	85736	454015	539751	0.44011
p77_d84	nP3BGFDwz2E0y_p77_d84	Pseudomonas	3723	G	79054	425845	504899	0.45908
t156_d113	3FX5MREmIp9VZ_t156_d113	Pseudomonas	3723	G	62277	296628	358905	0.42546
t89_d364	bFegWkwyguXOn_t89_d364	Pseudomonas	3723	G	54905	290141	345046	0.18882
p75_d196	Xu2nBInMRmLs5_p75_d196	Pseudomonas	3723	G	83303	464425	547728	0.53147
t110_d113	WEe4bsI5fKwpy_t110_d113	Pseudomonas	3723	G	11997	27602	39599	0.03953
t66_d113	5DRAoNga2tZbp_t66_d113	Pseudomonas	3723	G	172	83	255	0.00028
t154_d1	WnKN4bPnGk7tX_t154_d1	Pseudomonas	3723	G	168878	715020	883898	0.65930
t95_d196	GLi0oDWrMO14X_t95_d196	Pseudomonas	3723	G	14976	57081	72057	0.07008
t158_d225	61CFSWTiiI4PM_t158_d225	Pseudomonas	3723	G	38	4	42	0.00004
t83_d1	Uq1TIMGOv9a13_t83_d1	Pseudomonas	3723	G	26531	26893	53424	0.04465
t17_d113	Gio6IY6hF0blO_t17_d113	Pseudomonas	3723	G	74	7	81	0.00006
t57_d1	ky3Ue4Y5xKEC3_t57_d1	Pseudomonas	3723	G	147593	732187	879780	0.88694
t72_d14	jT687yMdP4u9j_t72_d14	Pseudomonas	3723	G	1565	1165	2730	0.00139
p26_srt	69rqOrwYyy7CH_p26_srt	Pseudomonas	3723	G	203191	1066316	1269507	0.84543
t151_d196	WQY2QbaLwyjw2_t151_d196	Pseudomonas	3723	G	62	47	109	0.00010
t73_d308	8emOLtsKiN42S_t73_d308	Pseudomonas	3723	G	125174	200334	325508	0.19182
t21_d1	tpl2FI1Zcn9sw_t21_d1	Pseudomonas	3723	G	49	5	54	0.00003
p28_d196	hXrSQFKylDRX6_p28_d196	Pseudomonas	3723	G	81499	394687	476186	0.40334
t94_d1	7FHounKQgSYpm_t94_d1	Pseudomonas	3723	G	133389	654925	788314	0.90277
p59_d196	OHg1BwvUhAPrZ_p59_d196	Pseudomonas	3723	G	160907	466923	627830	0.40154
t159_s	iW2iRN07QJbDQ_t159_s	Pseudomonas	3723	G	219837	980533	1200370	0.88032
t110_srt	tGAIBSScgMpab_t110_srt	Pseudomonas	3723	G	5357	8443	13800	0.01013
t78_d308	sP2hMP9RjbOY8_t78_d308	Pseudomonas	3723	G	52	2	54	0.00004
t102_d1	bw3cfbxUbAwq4_t102_d1	Pseudomonas	3723	G	29	1	30	0.00002
t140_d113	fHWBt0Lku79bO_t140_d113	Pseudomonas	3723	G	159160	788271	947431	0.90018
t162_d84	a4pP2KvTHTR4D_t162_d84	Pseudomonas	3723	G	152899	613300	766199	0.90063
p53_srt	zIZolgZnApBVs_p53_srt	Pseudomonas	3723	G	1444	1849	3293	0.00300
t106_d308	MAhru03bRlq3f_t106_d308	Pseudomonas	3723	G	1095	290	1385	0.00155
p9_d1	4g1sHL28emsOn_p9_d1	Pseudomonas	3723	G	237	125	362	0.00026
p16_d84	yrmiBAIjBkrwL_p16_d84	Pseudomonas	3723	G	110676	593373	704049	0.83847
p4_d196	Cg9QgvuMBNLiZ_p4_d196	Pseudomonas	3723	G	100989	435149	536138	0.19019
t90_d14	aFDf09zp3aav9_t90_d14	Pseudomonas	3723	G	599	276	875	0.00099
p44_d1	6mR9lfIzg2NRJ_p44_d1	Pseudomonas	3723	G	22	1	23	0.00003
p43_s	c4XSLb74iHo0R_p43_s	Pseudomonas	3723	G	13620	5635	19255	0.02720
t89_s	qjoHvpCFpnaA9_t89_s	Pseudomonas	3723	G	176798	872338	1049136	0.82383
t72_s	g36g0NhvgpX5T_t72_s	Pseudomonas	3723	G	88410	340371	428781	0.39548
p79_d225	E5VR0Bnc31wKt_p79_d225	Pseudomonas	3723	G	47981	156920	204901	0.18313
t12_d196	5l4PM6PpxECeE_t12_d196	Pseudomonas	3723	G	124066	729879	853945	0.86779
t95_d28	ijXJ3GQPhGOIr_t95_d28	Pseudomonas	3723	G	29965	132451	162416	0.15354
t171_d1	zYqxMaxwlop23_t171_d1	Pseudomonas	3723	G	1382	1099	2481	0.00076
p14_d1	oX7cUD7GpmnKD_p14_d1	Pseudomonas	3723	G	179016	854115	1033131	0.84942
t40_d225	ePo8FasEtZAmO_t40_d225	Pseudomonas	3723	G	100093	485035	585128	0.69727
t110_d225	Kr6Dr5V6COENH_t110_d225	Pseudomonas	3723	G	50537	152846	203383	0.22839
p16_d1	IDV1X367nC6Lu_p16_d1	Pseudomonas	3723	G	66621	297571	364192	0.33264
t116_d84	X9DiXohpiWzcC_t116_d84	Pseudomonas	3723	G	5094	8350	13444	0.00974
t165_d14	EMHvVshK8dp4w_t165_d14	Pseudomonas	3723	G	25840	95575	121415	0.09939
t61_d337	fTEdS4kmOGhIX_t61_d337	Pseudomonas	3723	G	188	706	894	0.00061
t91_d113	pbFnJYmD3zYlE_t91_d113	Pseudomonas	3723	G	48426	251022	299448	0.24908
p46_d337	fmQci51GbNbwW_p46_d337	Pseudomonas	3723	G	106886	580584	687470	0.72259
t3_d308	KcLRLRHIhpr04_t3_d308	Pseudomonas	3723	G	152059	810181	962240	0.87513
p17_d196	vLuWVw3E88Y99_p17_d196	Pseudomonas	3723	G	80225	273632	353857	0.27792
t51_d225	ASNh2zGYpAnH7_t51_d225	Pseudomonas	3723	G	53978	72084	126062	0.09400
t113_d1	sYD6JgOcMyYFc_t113_d1	Pseudomonas	3723	G	279018	1361016	1640034	0.87213
p81_d364	lXM2KOG4ziWFb_p81_d364	Pseudomonas	3723	G	51373	220043	271416	0.15496
p4_d1	uyFK3wte44ky8_p4_d1	Pseudomonas	3723	G	138257	108455	246712	0.28266
t36_d84	4GFcNzJ1u3wH2_t36_d84	Pseudomonas	3723	G	90935	444064	534999	0.83618
p10_d308	XqMTQvsRp3Ajt_p10_d308	Pseudomonas	3723	G	229116	1025503	1254619	0.89012
p44_d337	VEQFDdwQ8xjEk_p44_d337	Pseudomonas	3723	G	203	7	210	0.00023
t136_d1	EeYtG3qbv9EWn_t136_d1	Pseudomonas	3723	G	184853	892364	1077217	0.87305
t44_srt	RcrQwHBy4yDBU_t44_srt	Pseudomonas	3723	G	43682	237526	281208	0.58371
t10_d308	b2KhfAy7UzzMv_t10_d308	Pseudomonas	3723	G	53282	95163	148445	0.15302
t88_d364	Xuej8pd7zcGDy_t88_d364	Pseudomonas	3723	G	10971	20538	31509	0.01800
p79_d196	YADjXChZZyv4V_p79_d196	Pseudomonas	3723	G	153231	759643	912874	0.66473
t50_d84	P40sLbCH2xrmr_t50_d84	Pseudomonas	3723	G	14337	50837	65174	0.05136
p52_srt	tPKLxWeUZGAMQ_p52_srt	Pseudomonas	3723	G	2426	8712	11138	0.01438
p10_d14	UQVVYIUUE1mcy_p10_d14	Pseudomonas	3723	G	83796	408367	492163	0.40203
t112_d308	9SANjt6aRKMDZ_t112_d308	Pseudomonas	3723	G	133869	735035	868904	0.89670
p13_d113	XQuAsTGGlJEVd_p13_d113	Pseudomonas	3723	G	120883	556792	677675	0.65394
t80_d225	YUtQllgZOeoYT_t80_d225	Pseudomonas	3723	G	1040	286	1326	0.00048
p68_s	m5reI7aJ87GGR_p68_s	Pseudomonas	3723	G	153139	793890	947029	0.85047
t95_s	NrpdTdejif1s9_t95_s	Pseudomonas	3723	G	148710	718600	867310	0.82301
t154_d113	IflEPJdyfhHxY_t154_d113	Pseudomonas	3723	G	236965	1082196	1319161	0.82842
t80_s	mSgcOzbDJINth_t80_s	Pseudomonas	3723	G	2522	3534	6056	0.00426
t23_srt2	lhMTvz3UvhXoa_t23_srt2	Pseudomonas	3723	G	33	1	34	0.00004
p18_d14	zvmwIGPLKMzPP_p18_d14	Pseudomonas	3723	G	66430	276747	343177	0.23599
t40_d337	9tMgaOeFpxkkG_t40_d337	Pseudomonas	3723	G	53835	237332	291167	0.27903
t145_s	3RjXdN9BGelxI_t145_s	Pseudomonas	3723	G	88901	369432	458333	0.41063
t152_d1	u3nryYnsMoigr_t152_d1	Pseudomonas	3723	G	66514	170688	237202	0.15442
t62_d14	QRxljequVDJWX_t62_d14	Pseudomonas	3723	G	35880	157718	193598	0.28239
p30_d1	xMKOuoRVsOcbW_p30_d1	Pseudomonas	3723	G	8993	24308	33301	0.03072
t7_s	0487XlGaMJeMv_t7_s	Pseudomonas	3723	G	171487	948748	1120235	0.68599
t66_d308	SxAf6YxBzauWC_t66_d308	Pseudomonas	3723	G	1381	2115	3496	0.00400
t134_d364	yKLADHsqosgeX_t134_d364	Pseudomonas	3723	G	39989	211865	251854	0.29698
t116_d196	nqkIkcHrshlav_t116_d196	Pseudomonas	3723	G	159239	692945	852184	0.87650
t85_d57	3qSMr1xLQkzHz_t85_d57	Pseudomonas	3723	G	193126	914535	1107661	0.86352
t165_s	lEDymoW160qK8_t165_s	Pseudomonas	3723	G	169665	637213	806878	0.78312
t12_s	TPvXnjjhAbk7j_t12_s	Pseudomonas	3723	G	25711	105287	130998	0.15473
t145_d14	gP0agOosPm9V0_t145_d14	Pseudomonas	3723	G	128337	653679	782016	0.90927
p81_d1	lxA2oe948KRPp_p81_d1	Pseudomonas	3723	G	19911	82748	102659	0.17581
t41_d308	hq2uzIDEGooN3_t41_d308	Pseudomonas	3723	G	119957	555707	675664	0.49517
t170_d1	9feAT5DDwwpBO_t170_d1	Pseudomonas	3723	G	37	1	38	0.00004
t102_srt_A	VVNSQF1T8VRTJ_t102_srt_A	Pseudomonas	3723	G	40	2	42	0.00002
t94_d225	PJQlODDObIY7I_t94_d225	Pseudomonas	3723	G	129175	676871	806046	0.83207
t21_d84	zOupXYOtCtL1s_t21_d84	Pseudomonas	3723	G	14682	55466	70148	0.12349
t79_d1	bjRI080iJXjU0_t79_d1	Pseudomonas	3723	G	410	316	726	0.00076
t94_s	WgKveNvrEIOEv_t94_s	Pseudomonas	3723	G	116723	584123	700846	0.81438
t162_d113	KNiJa4ufiIB9p_t162_d113	Pseudomonas	3723	G	144716	715328	860044	0.90336
p80_d113	WIPykEftQRpiv_p80_d113	Pseudomonas	3723	G	157825	786729	944554	0.85211
p14_d196	ZlOUuvJvQ3ly2_p14_d196	Pseudomonas	3723	G	112215	563023	675238	0.75393
t54_d113	jMPIo9iZnFjbS_t54_d113	Pseudomonas	3723	G	94	12	106	0.00003
t128_srt	b7gX4M1VYELOI_t128_srt	Pseudomonas	3723	G	171499	611838	783337	0.85586
t173_d337	LdO8s5kp4yN7M_t173_d337	Pseudomonas	3723	G	38073	78178	116251	0.04192
t157_d1	3PtUqgRJjIH4D_t157_d1	Pseudomonas	3723	G	272272	316827	589099	0.72230
p40_d308	HKoAwPU1mmFIJ_p40_d308	Pseudomonas	3723	G	27284	123617	150901	0.17614
t108_d196	iYis9TpkPc8pt_t108_d196	Pseudomonas	3723	G	150530	800403	950933	0.91334
t122_s	RIT09fjOrLBhw_t122_s	Pseudomonas	3723	G	165726	704213	869939	0.68254
p16_d225	TPD2AQ5NxTywD_p16_d225	Pseudomonas	3723	G	176581	889055	1065636	0.90435
t89_d113	aCfhUzHF3AC2Z_t89_d113	Pseudomonas	3723	G	94402	474107	568509	0.55852
p64_s	jgoeO3jeRrumF_p64_s	Pseudomonas	3723	G	93932	452654	546586	0.50975
p65_d225	nnqVAad5BXnDJ_p65_d225	Pseudomonas	3723	G	48233	180240	228473	0.20429
t43_d1	oj7MygLn1EdLR_t43_d1	Pseudomonas	3723	G	57174	301382	358556	0.50847
t93_s	p9DekpnqeWH5I_t93_s	Pseudomonas	3723	G	158811	253845	412656	0.33531
t90_d225	lRTpwpGXA8UfB_t90_d225	Pseudomonas	3723	G	13357	15086	28443	0.02463
p36_srt	lyb3oTLEZIX0H_p36_srt	Pseudomonas	3723	G	5299	652	5951	0.00562
p36_d84	Yhn0EK3RF7BMM_p36_d84	Pseudomonas	3723	G	28307	109604	137911	0.17650
